Timestamp,Battery (V),Speed km/hr,SOC %,Range (km),Temperature (C),Laptime
2024-07-12 17:04:50,58,25,79,23,96,0:00:02
2024-07-12 17:04:51,79,120,6,89,94,0:00:03
2024-07-12 17:04:52,61,62,20,41,87,0:00:04
2024-07-12 17:04:53,92,3,20,23,68,0:00:05
2024-07-12 17:04:54,4,61,2,75,19,0:00:06
2024-07-12 17:04:55,54,50,51,72,14,0:00:07
2024-07-12 17:04:56,45,106,29,73,16,0:00:08
2024-07-12 17:04:57,94,46,25,38,27,0:00:09
2024-07-12 17:04:58,73,72,12,100,76,0:00:10
2024-07-12 17:04:59,56,81,49,38,49,0:00:00
2024-07-12 17:05:34,81,64,88,79,64,0:00:00
2024-07-12 17:05:35,58,18,29,28,86,0:00:00
2024-07-12 17:05:36,84,93,71,98,3,0:00:01
2024-07-12 17:05:37,98,106,14,33,38,0:00:02
2024-07-13 19:46:00,93,0,59,28,19,0:00:00
2024-07-13 19:46:01,20,85,98,100,97,0:00:00
2024-07-13 19:46:03,100,11,20,88,39,0:00:01
2024-07-13 19:46:04,36,93,87,59,96,0:00:02
2024-07-13 19:46:05,28,31,71,84,70,0:00:03
2024-07-13 19:46:06,77,48,95,89,6,0:00:04
2024-07-13 19:46:07,55,96,72,72,82,0:00:05
2024-07-13 19:46:08,78,56,22,63,45,0:00:06
2024-07-13 19:46:09,12,60,51,21,76,0:00:07
2024-07-15 18:47:50,0,13,11,45,9,0:00:00
2024-07-15 18:47:51,38,85,11,99,87,0:00:00
2024-07-15 18:47:52,61,75,25,5,67,0:00:01
2024-07-15 18:47:53,79,41,93,11,42,0:00:02
2024-07-15 18:47:54,52,55,71,71,8,0:00:03
2024-07-15 18:47:55,37,102,84,42,43,0:00:04
2024-07-15 18:47:56,58,88,37,10,2,0:00:05
2024-07-15 18:47:57,40,62,23,76,55,0:00:06
2024-07-15 19:38:09,28,119,51,47,26,0:00:00
2024-07-15 19:38:10,59,83,31,12,74,0:00:00
2024-07-15 19:38:11,12,19,94,38,62,0:00:01
2024-07-15 19:38:12,67,110,17,21,75,0:00:02
2024-07-15 19:38:13,70,105,80,64,46,0:00:03
2024-07-15 19:38:14,22,16,81,77,47,0:00:04
2024-07-15 19:38:15,51,105,47,30,4,0:00:05
2024-07-15 19:38:16,97,82,83,47,100,0:00:06
2024-07-15 19:38:19,94,62,53,3,88,0:00:00
2024-07-15 19:38:20,89,60,66,85,90,0:00:00
2024-07-15 19:38:21,95,91,43,91,83,0:00:01
2024-07-15 19:38:22,61,29,3,45,17,0:00:02
2024-07-15 19:38:23,69,45,64,54,90,0:00:03
2024-07-15 19:38:24,92,12,34,12,37,0:00:04
2024-07-15 19:38:25,77,120,69,61,98,0:00:05
2024-07-15 19:38:26,69,7,75,0,20,0:00:06
2024-07-19 17:48:52,22,38,83,18,77,0:00:00
2024-07-19 17:48:53,62,50,54,58,44,0:00:00
2024-07-19 17:48:54,63,99,24,45,9,0:00:01
2024-07-19 17:48:55,3,73,33,92,92,0:00:02
2024-07-19 17:48:56,90,26,33,60,37,0:00:03
2024-07-19 17:48:57,29,16,43,33,11,0:00:04
2024-07-19 17:48:58,41,66,86,13,95,0:00:05
2024-07-19 17:54:56,90,109,77,80,27,0:00:00
2024-07-19 17:54:57,50,8,34,83,43,0:00:00
2024-07-19 17:54:58,100,34,67,26,15,0:00:01
2024-07-19 17:54:59,77,45,82,92,19,0:00:02
2024-07-19 17:55:00,5,69,33,25,58,0:00:03
2024-07-19 17:55:01,28,36,46,88,1,0:00:04
2024-07-19 17:55:02,100,37,13,81,24,0:00:05
2024-07-19 17:55:03,75,73,16,96,70,0:00:06
2024-07-19 17:55:04,59,89,63,93,5,0:00:07
2024-07-19 17:55:05,42,98,98,63,41,0:00:08
2024-07-19 17:55:06,1,75,76,96,99,0:00:09
2024-07-19 17:55:07,33,26,49,93,100,0:00:10
2024-07-19 17:55:08,30,30,5,21,42,0:00:00
2024-07-19 17:55:09,40,49,26,58,12,0:00:01
2024-07-19 17:55:10,99,1,99,97,58,0:00:02
2024-07-19 17:55:11,82,57,90,83,65,0:00:03
2024-07-19 17:55:12,59,91,27,98,43,0:00:04
2024-07-19 17:55:13,12,54,68,52,38,0:00:05
2024-07-19 17:55:14,80,5,35,47,54,0:00:06
2024-07-19 17:55:15,9,58,75,31,61,0:00:07
2024-07-19 17:55:16,21,2,25,47,52,0:00:08
2024-07-19 17:55:17,8,29,6,34,60,0:00:09
2024-07-19 17:55:18,13,92,90,31,82,0:00:10
2024-07-19 17:55:19,56,45,54,10,69,0:00:00
2024-07-19 17:55:20,79,81,7,86,96,0:00:01
2024-07-19 17:55:22,97,3,60,33,55,0:00:02
2024-07-19 17:55:23,38,26,62,60,47,0:00:03
2024-07-19 17:55:24,63,59,19,81,52,0:00:04
2024-07-19 17:55:25,20,13,26,79,86,0:00:05
2024-07-19 17:55:26,39,101,98,0,12,0:00:06
2024-07-19 17:55:27,18,95,98,26,63,0:00:07
2024-07-19 17:55:28,77,115,72,18,29,0:00:08
2024-07-19 17:55:29,2,104,40,97,87,0:00:09
2024-07-19 17:55:30,21,26,36,0,20,0:00:10
2024-07-19 17:55:31,65,109,9,51,93,0:00:00
2024-07-19 17:55:32,72,120,59,74,80,0:00:01
2024-07-19 17:55:33,90,14,67,98,58,0:00:02
2024-07-19 17:55:34,2,28,71,57,94,0:00:03
2024-07-19 17:55:35,19,80,2,5,74,0:00:04
2024-07-19 17:55:36,96,74,79,43,32,0:00:05
2024-07-19 17:55:37,94,26,62,94,75,0:00:06
2024-07-19 17:55:38,13,14,71,7,47,0:00:07
2024-07-19 17:55:39,80,95,93,44,46,0:00:08
2024-07-19 17:55:40,90,73,69,23,88,0:00:09
2024-07-19 17:55:41,70,9,43,76,55,0:00:10
2024-07-19 17:55:42,68,8,81,73,33,0:00:00
2024-07-19 17:55:43,55,95,38,21,65,0:00:01
2024-07-19 17:55:44,97,78,53,64,90,0:00:02
2024-07-19 17:55:45,49,113,39,86,79,0:00:03
2024-07-19 17:55:46,1,31,66,18,40,0:00:04
2024-07-23 18:21:51,37,60,33,40,9,0:00:00
2024-07-23 18:21:52,84,13,69,52,31,0:00:00
2024-07-23 18:21:54,63,43,67,96,64,0:00:01
2024-07-23 18:21:55,7,7,58,17,52,0:00:02
2024-07-23 18:21:56,64,10,16,45,41,0:00:03
2024-07-23 18:21:57,34,62,31,91,16,0:00:04
2024-07-23 18:21:58,34,46,15,80,30,0:00:05
2024-07-23 18:21:59,0,70,73,29,17,0:00:06
2024-07-23 18:22:00,93,78,89,79,66,0:00:07
2024-07-23 18:22:01,1,0,55,60,66,0:00:08
2024-07-23 18:22:02,76,118,39,27,78,0:00:09
2024-07-23 18:22:03,65,109,3,46,96,0:00:10
2024-07-23 18:22:04,36,38,100,94,28,0:00:00
2024-07-23 18:22:05,1,29,39,4,12,0:00:01
2024-07-23 18:22:06,6,6,44,41,46,0:00:02
2024-07-23 18:22:07,96,10,94,86,88,0:00:03
2024-07-23 18:22:08,9,75,81,8,42,0:00:04
2024-07-23 18:22:09,7,101,67,40,100,0:00:05
2024-07-23 18:22:10,21,3,100,49,10,0:00:06
2024-07-23 18:22:11,0,45,6,36,2,0:00:07
2024-07-23 18:24:23,61,71,91,92,15,0:00:00
2024-07-23 18:24:24,22,100,37,17,36,0:00:00
2024-07-23 18:24:25,22,73,80,12,8,0:00:01
2024-07-23 18:24:26,80,13,67,96,2,0:00:02
2024-07-23 18:24:27,56,64,92,84,31,0:00:03
2024-07-23 18:24:28,91,70,36,65,9,0:00:04
2024-07-23 18:24:30,48,92,43,79,60,0:00:00
2024-07-23 18:24:33,100,90,54,87,25,0:00:00
2024-07-23 18:24:34,100,74,57,40,60,0:00:00
2024-07-23 18:24:35,4,58,32,13,68,0:00:01
2024-07-23 18:27:22,59,32,11,70,22,0:00:00
2024-07-23 18:27:23,47,111,31,35,24,0:00:00
2024-07-23 18:27:24,43,103,77,0,42,0:00:01
2024-07-23 18:27:25,51,50,13,67,15,0:00:02
2024-07-23 18:27:26,80,97,47,78,20,0:00:03
2024-07-23 18:27:29,83,20,25,9,84,0:00:00
2024-07-23 18:27:30,98,56,18,59,31,0:00:00
2024-07-23 18:27:31,67,45,32,32,23,0:00:01
2024-07-23 18:27:32,50,98,23,81,23,0:00:02
2024-07-23 18:27:35,37,4,62,94,21,0:00:00
2024-07-23 18:27:36,97,37,70,73,86,0:00:00
2024-07-23 18:27:37,87,90,90,44,24,0:00:01
2024-07-23 18:27:39,22,110,36,4,48,0:00:02
2024-07-23 18:27:40,35,62,57,41,49,0:00:03
2024-07-23 18:27:41,59,76,14,56,38,0:00:04
2024-07-23 18:27:42,33,91,96,91,25,0:00:05
2024-07-23 18:43:50,13,57,28,95,35,0:00:00
2024-07-23 18:43:51,16,62,87,73,4,0:00:00
2024-07-23 18:43:52,18,98,37,0,23,0:00:01
2024-07-23 18:43:53,17,33,11,38,74,0:00:02
2024-07-23 18:43:54,64,18,5,38,84,0:00:03
2024-07-23 18:43:55,9,115,40,8,59,0:00:04
2024-07-23 19:21:00,30,99,12,11,47,0:00:00
2024-07-23 19:21:01,56,97,64,80,61,0:00:00
2024-07-23 19:21:02,83,54,59,48,16,0:00:01
2024-07-23 19:21:03,6,82,66,91,71,0:00:02
2024-07-23 19:21:04,6,5,60,100,77,0:00:03
2024-07-23 19:21:05,36,98,89,36,88,0:00:04
2024-07-23 19:21:06,16,87,61,39,79,0:00:05
2024-07-23 19:21:07,63,8,15,60,70,0:00:06
2024-07-23 19:21:08,33,43,6,71,15,0:00:07
2024-07-23 19:21:09,42,88,19,56,97,0:00:08
2024-07-23 19:21:10,48,25,4,71,44,0:00:09
2024-07-23 19:21:11,64,28,24,71,99,0:00:10
2024-07-23 19:21:12,85,13,60,71,3,0:00:00
2024-07-30 18:22:11,47,106,94,45,99,0:00:00
2024-07-30 18:22:12,51,95,67,31,78,0:00:00
2024-07-30 18:22:13,48,44,87,9,71,0:00:01
2024-07-30 18:22:14,23,82,3,96,54,0:00:02
2024-07-30 18:22:15,15,56,71,43,32,0:00:03
2024-07-30 18:22:16,97,6,77,15,81,0:00:04
2024-07-30 18:22:17,51,77,2,41,99,0:00:05
2024-07-30 18:22:19,22,7,80,6,43,0:00:06
2024-08-17 15:01:59,61,65,31,4,42,0:00:00
2024-08-17 15:02:00,96,53,51,14,1,0:00:00
2024-08-17 15:02:01,55,83,99,83,42,0:00:01
2024-08-17 15:02:02,75,12,99,42,34,0:00:02
2024-08-17 15:02:03,61,48,67,88,19,0:00:03
2024-08-17 15:02:04,33,81,50,32,67,0:00:04
2024-08-17 15:02:05,39,67,51,29,21,0:00:05
2024-09-09 18:55:33,48,70,51,42,69,0:00:00
2024-09-09 18:55:34,20,104,59,43,70,0:00:00
2024-09-09 18:55:36,5,102,31,24,88,0:00:01
2024-09-09 18:55:37,34,114,24,80,25,0:00:02
2024-09-09 18:55:38,85,51,66,90,80,0:00:03
2024-09-09 18:55:39,10,109,31,80,54,0:00:04
2024-09-09 18:55:40,5,86,92,29,79,0:00:05
2024-09-09 18:56:10,19,37,20,81,48,0:00:00
2024-09-09 18:56:11,65,83,45,68,22,0:00:00
2024-09-09 18:56:12,43,75,48,31,82,0:00:01
2024-09-09 18:56:13,54,83,40,41,51,0:00:02
2024-09-09 18:56:14,37,76,6,49,41,0:00:03
2024-09-09 18:56:15,7,112,36,84,67,0:00:04
2024-09-09 18:56:16,3,102,19,41,80,0:00:05
2024-09-09 18:56:17,36,23,1,66,60,0:00:06
2024-09-09 18:56:18,92,83,45,85,87,0:00:07
2024-09-09 18:56:19,35,98,93,37,44,0:00:08
2024-09-09 18:56:20,44,90,47,63,62,0:00:09
2024-09-09 18:56:22,89,37,20,77,63,0:00:10
2024-09-09 18:56:23,68,102,88,3,57,0:00:00
2024-09-09 18:56:24,1,66,71,5,11,0:00:01
2024-09-09 18:56:25,14,5,1,99,35,0:00:02
2024-09-09 18:56:26,29,32,26,55,82,0:00:03
2024-09-09 18:56:27,81,17,34,25,38,0:00:04
2024-09-09 18:56:28,28,25,27,21,24,0:00:05
2024-09-09 18:56:29,18,74,53,54,28,0:00:06
2024-09-09 18:56:30,58,82,1,1,44,0:00:07
2024-09-09 18:56:31,94,22,82,64,93,0:00:08
2024-09-09 18:56:32,36,120,19,6,7,0:00:09
2024-09-09 19:09:36,45,36,95,71,92,0:00:00
2024-09-09 19:09:37,85,42,50,73,74,0:00:00
2024-09-10 17:21:17,3,120,74,25,11,0:00:00
2024-09-10 17:21:18,41,114,82,33,90,0:00:00
2024-09-10 17:21:19,27,59,76,15,43,0:00:01
2024-09-10 17:21:25,12,118,49,98,65,0:00:00
2024-09-10 17:21:26,9,117,46,50,89,0:00:00
2024-09-10 17:21:27,68,85,15,48,95,0:00:01
2024-09-10 17:21:28,14,91,53,40,8,0:00:02
2024-09-10 17:21:29,19,48,54,57,33,0:00:03
2024-09-10 17:21:31,27,13,21,49,85,0:00:04
2024-09-10 17:21:32,88,6,2,8,27,0:00:05
2024-09-10 17:21:33,16,37,25,82,77,0:00:06
2024-09-10 17:21:34,1,33,20,22,28,0:00:07
2024-09-10 17:21:35,49,37,62,11,94,0:00:08
2024-09-10 17:21:36,48,89,33,12,80,0:00:09
2024-09-10 17:21:37,65,112,14,65,23,0:00:10
2024-09-10 17:21:38,74,28,19,23,82,0:00:00
2024-09-10 17:21:39,5,17,31,0,58,0:00:01
2024-09-10 17:22:11,13,104,72,39,39,0:00:00
2024-09-10 17:22:12,17,75,41,4,59,0:00:00
2024-09-10 17:22:13,32,49,11,97,12,0:00:01
2024-09-10 17:22:14,64,60,25,31,49,0:00:02
2024-09-10 17:22:15,13,0,63,9,65,0:00:03
2024-09-10 17:22:16,43,74,1,65,9,0:00:04
2024-09-10 17:22:17,56,47,65,35,25,0:00:05
2024-09-10 17:22:18,71,2,11,79,76,0:00:06
2024-09-10 17:28:07,14,109,70,36,46,0:00:00
2024-09-10 17:28:08,72,33,89,32,83,0:00:00
2024-09-10 17:28:09,91,23,53,55,48,0:00:01
2024-09-10 17:36:00,78,7,63,31,66,0:00:00
2024-09-10 17:36:01,90,51,21,68,33,0:00:00
2024-09-10 17:50:54,2,117,60,96,99,0:00:00
2024-09-10 17:50:55,53,21,51,1,51,0:00:00
2024-09-10 18:33:03,81,98,2,92,88,0:00:00
2024-09-11 17:44:46,74,62,63,96,38,0:00:00
2024-09-11 17:44:47,15,70,62,49,72,0:00:00
2024-09-11 17:44:48,12,6,22,94,67,0:00:01
2024-09-11 17:44:50,61,27,85,98,8,0:00:02
2024-09-11 17:44:51,11,65,38,6,47,0:00:03
2024-09-11 17:44:52,85,58,97,64,59,0:00:04
2024-09-11 17:46:05,35,17,38,46,31,0:00:00
2024-09-11 17:46:06,4,63,63,90,7,0:00:00
2024-09-11 17:46:07,37,92,93,16,14,0:00:01
2024-09-11 17:46:08,49,4,92,23,18,0:00:02
2024-09-11 17:46:09,4,108,28,90,48,0:00:03
2024-09-11 17:46:10,92,119,8,92,11,0:00:04
2024-09-11 17:46:11,36,52,52,35,53,0:00:05
2024-09-11 17:46:12,44,81,70,28,30,0:00:06
2024-09-11 17:46:38,5,14,60,69,79,0:00:00
2024-09-11 17:46:39,45,107,13,85,25,0:00:00
2024-09-11 17:46:40,85,116,24,2,0,0:00:01
2024-09-11 18:00:00,39,111,93,15,56,0:00:00
2024-09-11 18:00:01,24,85,40,46,26,0:00:00
2024-09-11 18:13:39,94,100,44,38,61,0:00:00
2024-09-11 18:13:40,59,119,18,52,27,0:00:00
2024-09-11 18:13:42,83,27,20,33,57,0:00:01
2024-09-11 18:13:43,3,91,49,44,27,0:00:02
2024-09-11 18:13:44,26,37,45,19,83,0:00:03
2024-09-11 18:13:45,21,43,24,52,41,0:00:04
2024-09-11 18:13:46,10,93,54,10,40,0:00:05
2024-09-11 18:13:47,2,117,48,82,36,0:00:06
2024-09-11 18:13:48,53,105,53,99,72,0:00:07
2024-09-11 18:13:49,87,56,23,45,37,0:00:08
2024-09-11 18:13:50,83,99,0,15,58,0:00:09
2024-09-11 18:13:51,64,111,84,85,98,0:00:10
2024-09-11 18:13:52,3,115,81,90,43,0:00:00
2024-09-11 18:13:53,77,115,4,45,24,0:00:01
2024-09-11 18:13:54,99,20,95,15,43,0:00:02
2024-09-11 18:13:55,93,99,48,48,90,0:00:03
2024-09-11 18:13:56,78,61,59,42,76,0:00:04
2024-09-11 18:13:57,45,18,59,69,11,0:00:05
2024-09-11 18:13:58,28,66,85,34,54,0:00:06
2024-09-11 18:13:59,47,53,31,65,21,0:00:07
2024-09-11 18:14:00,50,74,1,89,68,0:00:08
2024-09-17 16:09:21,55,23,53,51,88,0:00:00
2024-09-17 16:09:22,36,32,67,79,7,0:00:00
2024-09-17 16:09:23,62,101,96,39,44,0:00:01
2024-09-17 16:09:24,64,68,82,70,77,0:00:02
2024-09-17 16:09:25,84,29,89,30,55,0:00:03
2024-09-17 16:09:26,70,24,26,44,82,0:00:04
2024-09-17 16:09:27,43,80,49,80,89,0:00:05
2024-09-17 16:09:28,77,67,71,7,24,0:00:06
2024-09-17 16:09:29,78,78,45,3,9,0:00:07
2024-09-17 16:09:30,67,78,41,50,85,0:00:08
2024-09-17 16:09:31,78,8,90,100,14,0:00:09
2024-09-17 16:09:32,79,81,75,8,23,0:00:10
2024-09-17 16:09:33,60,68,53,13,47,0:00:00
2024-09-17 16:09:34,46,90,19,67,90,0:00:01
2024-09-17 16:09:35,83,95,73,56,39,0:00:02
2024-09-17 16:09:36,72,25,94,46,3,0:00:03
2024-09-17 16:09:37,17,65,7,11,3,0:00:04
2024-09-17 16:09:38,97,4,40,79,1,0:00:05
2024-09-17 16:09:39,66,16,89,64,91,0:00:06
2024-09-17 16:09:40,46,27,71,4,25,0:00:07
2024-09-17 16:09:41,29,28,34,15,47,0:00:08
2024-09-17 16:09:42,15,0,45,20,12,0:00:09
2024-09-17 16:09:43,3,27,14,6,73,0:00:10
2024-09-17 16:09:44,96,110,20,38,27,0:00:00
2024-09-17 16:09:45,52,31,37,98,45,0:00:01
2024-09-17 16:09:46,84,13,46,56,33,0:00:02
2024-09-17 16:09:47,26,32,68,95,90,0:00:03
2024-09-17 16:09:48,0,8,4,37,31,0:00:04
2024-09-17 16:09:50,94,51,6,45,91,0:00:05
2024-09-17 16:09:51,87,87,9,11,90,0:00:06
2024-09-17 16:09:52,75,14,99,48,28,0:00:07
2024-09-17 16:09:53,36,96,75,7,90,0:00:08
2024-09-17 16:09:54,77,29,43,52,90,0:00:09
2024-09-17 16:09:55,59,40,25,41,86,0:00:10
2024-09-17 16:09:56,95,12,47,51,9,0:00:00
2024-09-17 16:09:57,92,89,12,57,4,0:00:01
2024-09-17 16:09:58,38,120,1,76,69,0:00:02
2024-09-17 16:09:59,96,43,88,51,24,0:00:03
2024-09-17 16:10:00,28,64,2,4,86,0:00:04
2024-09-17 16:10:01,54,76,80,60,5,0:00:05
2024-09-17 16:10:02,58,1,35,88,34,0:00:06
2024-09-17 16:10:03,12,91,32,97,28,0:00:07
2024-09-17 16:10:16,95,2,18,95,15,0:00:00
2024-09-17 16:10:17,17,0,58,17,71,0:00:00
2024-09-17 16:10:18,68,73,36,15,82,0:00:01
2024-09-17 16:10:19,42,64,23,98,0,0:00:02
2024-09-17 16:10:20,83,30,93,9,16,0:00:03
2024-09-17 16:10:21,20,8,39,34,80,0:00:04
2024-09-17 16:10:22,14,35,23,47,6,0:00:05
2024-09-17 16:10:23,98,103,24,56,58,0:00:06
2024-09-17 16:10:24,65,115,81,83,78,0:00:07
2024-09-17 16:10:25,80,59,62,43,64,0:00:08
2024-09-17 16:10:26,0,40,47,76,99,0:00:09
2024-09-17 16:10:27,64,75,36,54,20,0:00:10
2024-09-17 16:10:28,70,110,73,100,15,0:00:00
2024-09-17 16:10:29,3,63,48,78,70,0:00:01
2024-09-17 16:10:30,71,96,77,70,29,0:00:02
2024-09-17 16:10:32,22,96,31,12,33,0:00:03
2024-09-17 16:10:33,76,36,1,13,9,0:00:04
2024-09-17 16:10:34,58,89,30,0,60,0:00:05
2024-09-17 16:10:35,57,85,93,56,59,0:00:06
2024-09-17 16:10:36,5,31,21,24,76,0:00:07
2024-09-17 16:10:37,88,60,52,39,66,0:00:08
2024-09-17 16:10:38,3,44,36,15,32,0:00:09
2024-09-17 16:10:39,5,96,4,90,38,0:00:10
2024-09-17 16:10:40,34,44,28,57,47,0:00:00
2024-09-18 20:12:07,51,96,76,38,81,0:00:00
2024-09-18 20:12:08,26,7,80,31,64,0:00:00
2024-09-18 20:12:09,21,10,87,39,13,0:00:01
2024-09-18 20:12:10,52,82,95,81,3,0:00:02
2024-09-18 20:12:11,82,38,43,30,87,0:00:03
2024-09-18 20:12:12,72,71,51,68,91,0:00:04
2024-09-18 20:12:13,4,66,55,31,77,0:00:05
2024-09-18 20:12:14,40,55,15,43,76,0:00:06
2024-09-18 20:12:15,57,55,29,33,33,0:00:07
2024-09-18 20:12:16,19,0,88,71,51,0:00:08
2024-09-18 23:55:47,21,117,62,48,84,0:00:00
2024-09-19 00:24:57,3,100,14,17,33,0:00:00
2024-09-19 00:24:58,0,13,10,81,29,0:00:00
2024-09-19 00:24:59,42,44,64,21,4,0:00:01
2024-09-19 00:25:00,19,27,37,60,23,0:00:02
2024-09-19 00:25:02,94,70,37,68,93,0:00:03
2024-09-19 00:25:03,3,107,87,53,46,0:00:04
2024-09-19 00:34:46,59,32,55,27,66,0:00:00
2024-09-19 00:34:47,39,8,29,72,40,0:00:00
2024-09-19 00:34:48,47,5,21,79,77,0:00:01
2024-09-21 10:59:41,92,111,37,53,17,0:00:00
2024-09-21 10:59:42,38,109,76,56,23,0:00:00
2024-09-24 15:46:03,50,63,29,25,85,0:00:00
2024-09-24 15:46:04,79,47,53,23,61,0:00:00
2024-09-24 15:46:05,58,22,63,45,79,0:00:01
2024-09-24 15:46:06,21,115,74,66,75,0:00:02
2024-09-24 15:46:07,74,84,32,17,11,0:00:03
2024-09-24 15:46:08,66,17,54,42,27,0:00:04
2024-09-24 15:46:09,78,12,61,82,80,0:00:05
2024-09-24 15:46:10,9,104,33,95,94,0:00:06
2024-09-24 15:46:11,76,1,85,90,30,0:00:07
2024-09-24 15:46:12,56,77,94,42,47,0:00:08
2024-09-24 15:46:13,27,1,49,23,0,0:00:09
2024-09-24 15:46:14,38,66,21,46,25,0:00:10
2024-09-24 15:46:15,59,18,100,51,44,0:00:00
2024-09-24 15:46:16,70,87,23,32,11,0:00:00
2024-09-24 15:46:17,42,2,79,72,79,0:00:00
2024-09-24 15:46:25,93,77,4,38,55,0:00:00
2024-09-24 15:46:26,27,28,62,76,16,0:00:00
2024-09-24 15:46:27,88,15,24,83,95,0:00:01
2024-09-24 15:48:13,81,62,3,77,10,0:00:00
2024-09-24 15:48:14,80,6,25,18,3,0:00:00
2024-09-24 15:48:15,48,38,60,0,39,0:00:01
2024-09-24 15:48:16,92,44,3,44,80,0:00:02
2024-09-24 15:48:17,36,102,97,82,71,0:00:03
2024-09-24 15:48:18,36,75,40,6,98,0:00:04
2024-09-24 15:48:19,56,72,29,17,2,0:00:05
2024-09-24 15:48:20,51,35,45,74,41,0:00:06
2024-09-24 15:48:21,6,31,26,16,16,0:00:07
2024-09-24 15:48:22,42,74,13,19,58,0:00:08
2024-09-24 15:48:23,29,120,9,19,62,0:00:09
2024-09-24 15:48:25,89,107,3,79,44,0:00:10
2024-09-24 15:48:26,6,33,4,90,5,0:00:00
2024-09-24 15:48:27,52,55,8,59,39,0:00:01
2024-09-24 15:48:28,88,23,66,3,46,0:00:02
2024-09-24 15:48:29,50,104,37,46,53,0:00:03
2024-09-24 15:48:30,11,109,55,97,57,0:00:04
2024-09-24 15:48:31,55,33,74,45,73,0:00:05
2024-09-24 15:48:32,21,17,13,87,20,0:00:06
2024-09-24 15:48:33,89,79,8,78,94,0:00:07
2024-09-24 15:48:34,92,6,7,61,55,0:00:08
2024-09-24 15:48:35,87,32,47,3,57,0:00:09
2024-09-24 15:48:36,58,85,31,78,34,0:00:10
2024-09-24 15:48:37,69,27,61,67,34,0:00:00
2024-09-24 15:48:38,56,27,13,48,30,0:00:01
2024-09-24 15:48:39,7,60,97,11,1,0:00:02
2024-09-24 15:48:49,17,108,10,69,74,82.42
2024-09-24 15:48:50,96,45,49,78,18,89.45
2024-09-24 15:48:51,2,34,2,99,43,33.75
2024-09-24 15:48:52,67,42,34,84,97,22.13
2024-09-24 15:48:53,83,80,88,81,60,97.31
2024-09-24 15:48:54,26,15,5,96,19,27.77
2024-09-24 15:48:55,78,106,54,25,36,66.84
2024-09-24 15:48:56,35,19,77,7,76,82.74
2024-09-24 15:48:57,98,57,86,36,12,55.60
2024-09-24 15:48:58,12,81,56,48,89,48.01
2024-09-24 15:48:59,34,61,96,53,97,50.73
2024-09-24 15:49:00,34,14,59,65,52,58.15
2024-09-24 15:49:01,96,57,23,87,0,23.14
2024-09-24 15:49:02,61,96,55,76,41,95.85
2024-09-24 15:52:29,69,81,93,71,91,35.43
2024-09-24 15:52:30,17,11,91,96,79,20.20
2024-09-24 15:52:32,51,60,66,81,17,57.71
2024-09-24 15:52:33,81,7,55,72,42,2.37
2024-09-24 15:52:34,7,32,16,73,63,73.63
2024-09-24 15:52:35,10,106,48,40,44,39.90
2024-09-24 15:52:36,9,48,68,43,3,82.71
2024-09-24 15:52:37,44,42,95,84,53,28.40
2024-09-24 15:52:38,50,107,3,18,37,43.66
2024-09-24 15:52:39,2,12,52,25,52,93.09
2024-09-24 15:52:41,29,30,8,68,25,77.71
2024-09-24 15:52:42,91,9,95,66,4,40.93
2024-09-24 15:52:44,70,88,84,2,45,43.06
2024-09-24 15:52:45,86,99,69,77,71,53.45
2024-09-24 15:52:46,81,40,90,81,49,4.01
2024-09-24 15:52:47,80,80,36,44,78,11.51
2024-09-24 15:52:48,33,107,83,51,13,0.49
2024-09-24 15:52:49,41,45,100,55,40,2.50
2024-09-24 15:58:49,84,98,22,54,18,70.80
2024-09-24 15:58:50,69,83,84,19,85,75.29
2024-09-24 15:58:51,42,46,3,92,98,50.72
2024-09-24 15:58:52,80,100,29,89,40,97.28
2024-09-24 15:58:53,26,19,71,73,80,24.77
2024-09-24 15:58:55,77,93,48,71,38,77.12
2024-09-24 15:58:56,5,7,74,5,10,30.38
2024-09-24 15:58:57,76,99,95,67,30,52.61
2024-09-24 15:58:58,70,109,47,21,100,84.61
2024-09-24 15:58:59,5,117,65,59,90,40.85
2024-09-24 15:59:00,6,0,89,85,35,20.09
2024-09-24 15:59:01,19,66,71,13,94,50.60
2024-09-24 15:59:02,87,120,35,8,65,83.14
2024-09-24 15:59:03,16,111,96,81,63,28.66
2024-09-24 15:59:04,4,74,99,77,8,47.22
2024-09-24 15:59:05,16,96,92,31,66,3.87
2024-09-24 15:59:06,0,92,60,13,99,13.48
2024-09-24 15:59:07,50,89,0,88,89,28.64
2024-09-24 15:59:08,58,108,47,81,13,33.43
2024-09-24 15:59:09,13,95,48,65,37,41.61
2024-09-24 15:59:10,10,59,37,33,0,91.78
2024-09-24 15:59:11,85,69,58,36,100,28.02
2024-09-24 15:59:12,68,67,68,15,86,28.63
2024-09-24 15:59:13,26,38,52,80,52,14.74
2024-09-24 15:59:14,42,64,60,69,90,21.96
2024-09-24 15:59:15,98,47,14,96,10,97.32
2024-09-24 15:59:16,49,104,49,11,16,40.20
2024-09-24 15:59:17,84,81,6,67,96,85.32
2024-09-24 15:59:18,59,41,50,36,48,51.50
2024-09-24 15:59:57,51,15,73,20,33,43.15
2024-09-24 15:59:58,71,8,91,34,43,13.28
2024-09-24 16:00:00,96,46,74,17,82,32.83
2024-09-24 16:00:01,96,70,32,16,24,14.34
